"wykaz","pozycja na liście","Tytuł","ISSN","Liczba punktów"
"C","832","Classics Ireland","0791-9417","10"
"C","833","CLCWeb: Comparative Literature and Culture","1481-4374","10"
"C","834","Cleveland Studies in the History of Art","1092-3934","10"
"C","835","Clinical Child Psychology & Psychiatry","1359-1045","10"
"C","836","Clinical Neuropsychologist","0920-1637","10"
"C","837","CLIO, Histoire, femmes, sociétés","1252-7017","10"
"C","838","Clio. Revista do Centro de História da Universidade de Lisboa","0870-4104","10"
"C","839","Clio: A Journal of Literature, History, and the History of Philosophy","0884-2043","10"
"C","840","CLIO: rivista trimestrale di studi storici","0578-5251","10"
"C","841","Codices manuscripti: Zeitschrift für Handschriftenkunde","0379-3621","10"
"C","842","Codrul  Cosminului","1224-032X","10"
"C","843","Cognitive  Studies  /  Etudes  Cognitives  (former  title:  Studia  Kognitywne)","2080-7147","10"
"C","844","Cold War History","1468-2745","10"
"C","845","Coleridge Bulletin","0968-0551","10"
"C","846","Collationes. Tijdschrift voor Theologie en Pastoraal","0776-8354","10"
"C","847","Collectanea  theologica","0137-6985","10"
"C","848","Collectanea Cisterciensia","0378-4916","10"
"C","849","Collectanea Franciscana","0010-0749","10"
"C","850","Collectanea Hibernica","0530-7058","10"
"C","851","College Literature","0093-3139","10"
"C","852","Collegium medievale","0801-9282","10"
"C","853","Colloquia Germanica","0010-1338","10"
"C","854","Colloquia: Journal of Central European History","1223-5261","10"
"C","855","Colloquium helveticum: cahiers suisses de littérature générale et comparée","0179-3780","10"
"C","856","Colóquia. Letras","0010-1451","10"
"C","857","Comitatus: A Journal of Medieval and Renaissance Studies","0069-6412","10"
"C","858","Commentari d’arte. Rivista di critica e storia dell’arte","1974-6385","10"
"C","859","Communication & Medicine","1612-1783","10"
"C","860","Communication and Cognition","0378-0880","10"
"C","861","Communication Quarterly","0146-3373","10"
"C","862","Communicationes Archeologicae Hungariae","0231-133X","10"
"C","863","Communio Viatorum","0010-3713","10"
"C","864","Communio: International Catholic Review","0094-2065","10"
"C","865","Compar(a)ison: an International Journal of Comparative Literature","0942-8917","10"
"C","866","Comparatistica","1120-7094","10"
"C","867","Comparativ. Zeitschrift für Globalgeschichte und vergleichende Gesellschaftsforschung","0940-3566","10"
"C","868","Comparative American Studies (formerly: European Journal of American Culture)","1741-2676","10"
"C","869","Comparative Critical Studies","1744-1854","10"
"C","870","Comparative Literature","0010-4124","10"
"C","871","Comparative Literature Studies","0010-4132","10"
"C","872","Complutum","1131-6993","10"
"C","873","Comptes rendus de l'Académie des inscriptions et belles lettres","0065-0536","10"
"C","874","COMPUT LINGUIST","0891-2017","10"
"C","875","Computer Science Education","0899-3408","10"
"C","876","Computer Speech & Language","1095-8363","10"
"C","877","Computers and the History of Art","1048-6798","10"
"C","878","Computers and the Humanities","0010-4817","10"
"C","879","Computing in Musicology","1057-9478","10"
"C","880","Con-ciencia social","1697-3127","10"
"C","881","Concilium medii aevi","1437-904X","10"
"C","882","CONFIGURATIONS","1063-1801","10"
"C","883","Confluencia Revista hispánica de cultura y literatura","0888-6091","10"
"C","884","Confrontation","0010-5716","10"
"C","885","Confronto letterario (Il). Quaderni del dipartimento di lingue e letterature straniere moderne dell'università di Pavia","0394-994X","10"
"C","886","Confronto: Studi e ricerche di storia dell’arte europea","1721-6745","10"
"C","887","Conradian","0951-2314","10"
"C","888","Conradiana","0010-6356","10"
"C","889","Conservation and Management of Archaeological Sites","1350-5033","10"
"C","890","Construction History","0267-7768","10"
"C","891","Contemporanea","1135-9978","10"
"C","892","CONTEMPORANEA Rivista di studi sulla letteratura e sulla comunicazione","1724-6105","10"
"C","893","Contemporanea. Rivista di storia dell 800 e del 900","1127-3070","10"
"C","894","Contemporary British History","1361-9462","10"
"C","895","Contemporary French & Francophone Studies","1740-9292","10"
"C","896","Contemporary French & Francophone Studies: Sites","1477-2876","10"
"C","897","Contemporary Literature","0010-7484","10"
"C","898","Contemporary Music Review","0749-4467","10"
"C","899","Contemporary Theatre Review","1048-6801","10"
"C","900","Contemporary Women's Writing","1754-1476","10"
"C","901","Contexts","1536-5042","10"
"C","902","Continental Philosophy Review","1387-2842","10"
"C","903","Contrastes. Revista Internacional de Filosofia (from 2004)","1136-4076","10"
"C","904","Controspazio","0010-809X","10"
"C","905","COPTICA","1541-163X","10"
"C","906","Cornish Archaeology","0070-024X","10"
"C","907","Corpus, revue de philosophie","0296-8916","10"
"C","908","Cosmos: The Journal of the Traditional Cosmology Society","0269-8773","10"
"C","909","Costume - Journal of the Costume Society","0590-8876","10"
"C","910","Creolica","1762-598X","10"
"C","911","Creta Antica","1724-3688","10"
"C","912","Cretan Studies","1571-2265","10"
"C","913","Crime, Histoire & Sociétés/Crime, History & Societies","1422-0857","10"
"C","914","Criminal Justice History","0194-0953","10"
"C","915","Criminal Law and Philosophy","1871-9791","10"
"C","916","Criminology: An Interdisciplinary Journal","1486-9195","10"
"C","917","CRIN: cahiers de recherches des instituts néerlandais de langue et littérature françaises","0169-894X","10"
"C","918","Crisia","1016-2798","10"
"C","919","Cristianesimo nella storia: Ricerche storiche, esegetiche, teologiche","0393-3598","10"
"C","920","Critica d'arte","0011-1511","10"
"C","921","Critica del testo","1127-1140","10"
"C","922","Critica letteraria","0390-0142","10"
"C","923","Crítica. Revista Hispanoamericana de Filosofía","0011-1503","10"
"C","924","Critical Matrix: The Princeton Journal of Women, Gender, and Culture","1066-288X","10"
"C","925","Critical Quarterly","0011-1562","10"
"C","926","Critical Studies: A Journal of Critical Theory, Literature and Culture","0923-411X","10"
"C","927","Critical Survey","0011-1570","10"
"C","928","CRITICISM: A Quarterly for Literature and the Arts","0011-1589","10"
"C","929","Criticón","0247-381X","10"
"C","930","Critique","0011-1600","10"
"C","931","Critique - Studies in Contemporary Fiction","0011-1619","10"
"C","932","Crkva u svijetu","0352-4000","10"
"C","933","Croatian Journal of Philosophy","1333-1108","10"
"C","934","Croatica Christiana Periodica","0350-7823","10"
"C","935","CROMOHS-Cyber Review of Modern Historiography","1123-7023","10"
"C","936","Cronache Ercolanesi","0391-1535","10"
"C","937","Cronos. Cuadernos Valencianos de la Historia de la Medicina y de la Ciencia. Serie D","1139-711X","10"
"C","938","Croquis, de arquitectura y de diseño (El)","0212-5633","10"
"C","939","Crusades","1476-5276","10"
"C","940","Cuadernos Americanos","0011-2356","10"
"C","941","Cuadernos de Arte de la Universidad de Granada","0210-962X","10"
"C","942","Cuadernos de estudios Gallegos (Santiago de Compostela, Instituto P. Sarmiento, CSIC)","0210-847X","10"
"C","943","Cuadernos de Filología Clásica . Estudios griegos e indoeuropeos","1131-9070","10"
"C","944","Cuadernos de Filología Clásica. Estudios latinos","1131-9062","10"
"C","945","Cuadernos de Filología Italiana","1133-9527","10"
"C","946","Cuadernos de Historia Contemporánea (Univ. Complutense)","0214-400X","10"
"C","947","Cuadernos de Historia del Derecho","1133-7613","10"
"C","948","Cuadernos de historia moderna (Universidad Complutense of Madrid)","0214-4018","10"
"C","949","Cuadernos de investigación histórica Brocar","0214-4670","10"
"C","950","Cuadernos de Teatro Clásico","0214-1388","10"
"C","951","Cuadernos Hispanoamericanos","0011-250X","10"
"C","952","Cuadernos para Investigación de la Literatura Hispánica","0210-0061","10"
"C","953","Cultura neolatina","0391-5654","10"
"C","954","Cultura; História e Filosofia (Lisboa)","0870-4546","10"
"C","955","Cultural Analysis. An Interdisciplinary Forum on Folklore and Popular Culture","1537-7873","10"
"C","956","Cultural and Social History: The Journal of the Social History Society","1478-0038","10"
"C","957","Cultural Dynamics","0921-3740","10"
"C","958","Cultural Studies of Science Education","1871-1502","10"
"C","959","Culture & History","0195-2714","10"
"C","960","Culture, Language and Representation","1697-7750","10"
"C","961","Cultuur. Tijdschrift voor etnologie","1871-1162","10"
"C","962","Current Issues in Language Planning","1466-4208","10"
"C","963","Current Musicology","0011-3735","10"
"C","964","Current Psychology Letters : Behaviour, Brain & Cognition","1379-6100","10"
"C","965","Current Swedish Archaeology","1102-7355","10"
"C","966","Curriculum and Teaching","0726-416X","10"
"C","967","Curriculum Journal","0958-5176","10"
"C","968","Curriculum Studies","0965-9757","10"
"C","969","CYBERPSYCHOL BEHAV","1094-9313","10"
"C","970","Dacia: Revue d'archéologie et d'histoire ancienne","0070-251X","10"
"C","971","Dacoromania","0342-0299","10"
"C","972","Daile","0130-6626","10"
"C","973","Daimon. Revista de Filosofia","1130-0507","10"
"C","974","Dalhousie French Studies","0711-8813","10"
"C","975","DAM-Jahrbuch","1611-1370","10"
"C","976","Dance Research","0264-2875","10"
"C","977","Danish Yearbook of Philosophy","0070-2749","10"
"C","978","Dansk Årbog for Musikforskning/ Now: Danish Yearbook of Musicology","0416-6884","10"
"C","979","Dansk pædagogisk Tidsskrift","0904-2393","10"
"C","980","Dansk Teologisk Tidsskrift","0105-3191","10"
"C","981","Danske Studier","0106-4525","10"
"C","982","Danske Talesprog","1600-6038","10"
"C","983","DANTE Rivista internazionale di studi su Dante Alighieri","1724-9058","10"
"C","984","Dante Studies","0070-2862","10"
"C","985","Daphnis: Zeitschrift für mittlere Deutsche Literatur","0300-693X","10"
"C","986","Das Argument","0004-1157","10"
"C","987","Das Mittelalter. Perspektiven mediävistischer Forschung","0949-0345","10"
"C","988","Das muenster. Zeitschrift für christliche Kunst und Kunstwissenschaft","0027-299X","10"
"C","989","Das Zeichen. Zeitschrift für Sprache und Kultur Gehörloser","0932-4747","10"
"C","990","De Negentiende Eeuw.","1381-8546","10"
"C","991","De Zeventiende Eeuw","0921-142X","10"
"C","992","Dead Sea Discoveries","0929-0761","10"
"C","993","Debat supplément (formerly Debat, Paris )","0248-8191","10"
"C","994","Debate Feminista","0188-9478","10"
"C","995","Dedalus. Revista de Literatura Comparada","0871-9519","10"
"C","996","Degrés: revue de synth?se ? l'orientation sémiologique","0376-8163","10"
"C","997","Delineavit et Sculpsit. Tijdschrift voor Nederlandse prent- en tekenkunst tot omstreeks 1850","0923-9790","10"
"C","998","Deltion tis Christianikis archeologikis heterias (ΔΕΛΤΙΟΝ ΤΗΣ ΧΡΙΣΤΙΑΝΙΚΗΣ ΑΡΧΑΙΟΛΟΓΙΚΗΣ ΕΤΑΙΡΕΙΑΣ)","0529-4754","10"
"C","999","Dementia: The International Journal of Social Research and Practice","1471-3012","10"
"C","1000","Denkmalpflege (Die)","0947-031X","10"
"C","1001","Denkmalpflege und Kulturgeschichte","1436-168X","10"
"C","1002","Derbyshire Archaeological Journal","0070-3788","10"
"C","1003","Design Discourse (The) (Japan)","1349-9947","10"
"C","1004","Design Issues","0747-9360","10"
"C","1005","Design Philosophy Papers","1448-7136","10"
"C","1006","Deutchland Archiv","0012-1428","10"
"C","1007","Deutsch als Fremdsprache","0011-9741","10"
"C","1008","Deutsche Bücher: Forum für Literatur","0167-2185","10"
"C","1009","Deutsche Sprache. Zeitschrift für Theorie, Praxis, Dokumentation","0340-9341","10"
"C","1010","Deutsche Vierteljahrschrift für Literaturwissenschaft und Kulturgeschichte","0012-0936","10"
"C","1011","Deutsche Zeitschrift für Philosophie","0012-1045","10"
"C","1012","Deutsches Archiv für Erforschung des Mittelalters","0012-1223","10"
"C","1013","Deutschunterricht","0012-1460","10"
"C","1014","Diacovensia - Teološki prilozi","1330-2655","10"
"C","1015","Diacrítica","0870-8967","10"
"C","1016","Diacritics","0300-7162","10"
"C","1017","Diadora","0417-4046","10"
"C","1018","Diakonia","0341-9592","10"
"C","1019","Diakonian tutkimus","1795-5270","10"
"C","1020","Diakonian vuosikirja","0781-7118","10"
"C","1021","Dialectica","0012-2017","10"
"C","1022","Dialectical Anthropology","0304-4092","10"
"C","1023","Dialektik. Zeitschrift für Kulturphilosophie","0939-5512","10"
"C","1024","Dialogue","0012-2173","10"
"C","1025","Dialogues d'Histoire ancienne","0755-7256","10"
"C","1026","Diametros - An Online Journal of Philosophy","1733-5566","10"
"C","1027","Diasporas. Histoire et sociétés","1637-5823","10"
"C","1028","Dickens Quarterly","0742-5473","10"
"C","1029","Dickensian","0012-2440","10"
"C","1030","Didactica (Lengua y Literatura)","1130-0531","10"
"C","1031","Didaskalia. Recherches sur la communication et l’apprentissage des sciences et des techniques","1250-0739","10"
"C","1032","Diderot Studies","0070-4806","10"
"C","1033","Die Laute: Jahrbuch der deutschen Lautengesellschaft","1437-3378","10"
"C","1034","Die Musikforschung","0027-4801","10"
"C","1035","Die Welt der Slaven – Halbjahresschrift für Slavistik","0043-2520","10"
"C","1036","Digital Creativity","1462-6268","10"
"C","1037","DIKE - Rivista di storia del diritto greco ed ellenistico","1128-8221","10"
"C","1038","Dimensioni e problemi della ricerca storica","1125-517X","10"
"C","1039","Diogenes","0392-1921","10"
"C","1040","Dioniso. Annale della fondazione INDA","1824-0240","10"
"C","1041","Dionysius - Halifax (Nova Scotia)","0705-1085","10"
"C","1042","Diplomacy and Statecraft","0959-2296","10"
"C","1043","Discours social: analyse du discours et sociocritique des textes","0842-1420","10"
"C","1044","DISKUS. The on-disk journal of international religious studies","0967-8948","10"
"C","1045","Disputatio","0873-626X","10"
"C","1046","Divadelní revue","0862-5409","10"
"C","1047","Dix-huitième siècle (Revue Dix-huitième siècle)","0070-6760","10"
"C","1048","Dix-septième siècle","0012-4273","10"
"C","1050","Docomomo Journal","1380-3204","10"
"C","1051","Documenta Praehistorica","1408-967X","10"
"C","1052","Documenta Pragensia","0231-7443","10"
"C","1053","Documenta. Tijdschrift voor theater","0771-8640","10"
"C","1054","Documentatieblad Lutherse kerkgeschiedenis","0921-4690","10"
"C","1055","Documentatieblad nadere reformatie","0165-4349","10"
"C","1056","Documentatieblad voor de nederlandse kerkgeschiedenis na 1800","0923-7771","10"
"C","1057","Documenti e studi sulla tradizione filosofica medievale","1122-5750","10"
"C","1058","Documents d'archéologie méridionale","0184-1068","10"
"C","1049","Doğu Bati","1303-7242","10"
"C","1059","Dohnányi Évkönyv","1589-6145","10"
"C","1060","Domus","0012-5377","10"
"C","1061","Donna","0393-9006","10"
"C","1062","Drama Review","1054-2043","10"
"C","1063","Dresdener Kunstblätter","0418-0615","10"
"C","1064","Dubrovnik annals","1331-3878","10"
"C","1065","Duitse kroniek: orgaan voor culturele betrekkingen met Duitsland","1380-6602","10"
"C","1066","Dumbarton Oaks papers","0070-7546","10"
"C","1067","Dutch Journal for Music Theory","1385-3066","10"
"C","1068","DVT -- Dejiny ved a techniky / History of Sciences and Technology","0300-4414","10"
